case,kind,product_under_test,day,product,pnl
mm_bid_off__OXYGEN_SHAKE_CHOCOLATE,mm_bid_off,OXYGEN_SHAKE_CHOCOLATE,4,PANEL_1X2,0
mm_bid_off__OXYGEN_SHAKE_CHOCOLATE,mm_bid_off,OXYGEN_SHAKE_CHOCOLATE,4,PANEL_1X4,9532
mm_bid_off__OXYGEN_SHAKE_CHOCOLATE,mm_bid_off,OXYGEN_SHAKE_CHOCOLATE,4,PANEL_2X2,1919
mm_bid_off__OXYGEN_SHAKE_CHOCOLATE,mm_bid_off,OXYGEN_SHAKE_CHOCOLATE,4,PANEL_2X4,6930
mm_bid_off__OXYGEN_SHAKE_CHOCOLATE,mm_bid_off,OXYGEN_SHAKE_CHOCOLATE,4,PANEL_4X4,0
mm_bid_off__OXYGEN_SHAKE_CHOCOLATE,mm_bid_off,OXYGEN_SHAKE_CHOCOLATE,4,PEBBLES_L,1635
mm_bid_off__OXYGEN_SHAKE_CHOCOLATE,mm_bid_off,OXYGEN_SHAKE_CHOCOLATE,4,PEBBLES_M,0
mm_bid_off__OXYGEN_SHAKE_CHOCOLATE,mm_bid_off,OXYGEN_SHAKE_CHOCOLATE,4,PEBBLES_S,23192
mm_bid_off__OXYGEN_SHAKE_CHOCOLATE,mm_bid_off,OXYGEN_SHAKE_CHOCOLATE,4,PEBBLES_XL,11862
mm_bid_off__OXYGEN_SHAKE_CHOCOLATE,mm_bid_off,OXYGEN_SHAKE_CHOCOLATE,4,PEBBLES_XS,0
mm_bid_off__OXYGEN_SHAKE_CHOCOLATE,mm_bid_off,OXYGEN_SHAKE_CHOCOLATE,4,ROBOT_DISHES,-2119
mm_bid_off__OXYGEN_SHAKE_CHOCOLATE,mm_bid_off,OXYGEN_SHAKE_CHOCOLATE,4,ROBOT_IRONING,1923
mm_bid_off__OXYGEN_SHAKE_CHOCOLATE,mm_bid_off,OXYGEN_SHAKE_CHOCOLATE,4,ROBOT_LAUNDRY,6804
mm_bid_off__OXYGEN_SHAKE_CHOCOLATE,mm_bid_off,OXYGEN_SHAKE_CHOCOLATE,4,ROBOT_MOPPING,0
mm_bid_off__OXYGEN_SHAKE_CHOCOLATE,mm_bid_off,OXYGEN_SHAKE_CHOCOLATE,4,ROBOT_VACUUMING,0
mm_bid_off__OXYGEN_SHAKE_CHOCOLATE,mm_bid_off,OXYGEN_SHAKE_CHOCOLATE,4,SLEEP_POD_COTTON,8535
mm_bid_off__OXYGEN_SHAKE_CHOCOLATE,mm_bid_off,OXYGEN_SHAKE_CHOCOLATE,4,SLEEP_POD_LAMB_WOOL,19185
mm_bid_off__OXYGEN_SHAKE_CHOCOLATE,mm_bid_off,OXYGEN_SHAKE_CHOCOLATE,4,SLEEP_POD_NYLON,5290
mm_bid_off__OXYGEN_SHAKE_CHOCOLATE,mm_bid_off,OXYGEN_SHAKE_CHOCOLATE,4,SLEEP_POD_POLYESTER,7685
mm_bid_off__OXYGEN_SHAKE_CHOCOLATE,mm_bid_off,OXYGEN_SHAKE_CHOCOLATE,4,SLEEP_POD_SUEDE,-5844
mm_bid_off__OXYGEN_SHAKE_CHOCOLATE,mm_bid_off,OXYGEN_SHAKE_CHOCOLATE,4,SNACKPACK_CHOCOLATE,6019
mm_bid_off__OXYGEN_SHAKE_CHOCOLATE,mm_bid_off,OXYGEN_SHAKE_CHOCOLATE,4,SNACKPACK_PISTACHIO,762
mm_bid_off__OXYGEN_SHAKE_CHOCOLATE,mm_bid_off,OXYGEN_SHAKE_CHOCOLATE,4,SNACKPACK_RASPBERRY,10055
mm_bid_off__OXYGEN_SHAKE_CHOCOLATE,mm_bid_off,OXYGEN_SHAKE_CHOCOLATE,4,SNACKPACK_STRAWBERRY,3414
mm_bid_off__OXYGEN_SHAKE_CHOCOLATE,mm_bid_off,OXYGEN_SHAKE_CHOCOLATE,4,SNACKPACK_VANILLA,7290
mm_bid_off__OXYGEN_SHAKE_CHOCOLATE,mm_bid_off,OXYGEN_SHAKE_CHOCOLATE,4,TRANSLATOR_ASTRO_BLACK,8150
mm_bid_off__OXYGEN_SHAKE_CHOCOLATE,mm_bid_off,OXYGEN_SHAKE_CHOCOLATE,4,TRANSLATOR_ECLIPSE_CHARCOAL,7940
mm_bid_off__OXYGEN_SHAKE_CHOCOLATE,mm_bid_off,OXYGEN_SHAKE_CHOCOLATE,4,TRANSLATOR_GRAPHITE_MIST,18999
mm_bid_off__OXYGEN_SHAKE_CHOCOLATE,mm_bid_off,OXYGEN_SHAKE_CHOCOLATE,4,TRANSLATOR_SPACE_GRAY,0
mm_bid_off__OXYGEN_SHAKE_CHOCOLATE,mm_bid_off,OXYGEN_SHAKE_CHOCOLATE,4,TRANSLATOR_VOID_BLUE,5676
mm_bid_off__OXYGEN_SHAKE_CHOCOLATE,mm_bid_off,OXYGEN_SHAKE_CHOCOLATE,4,UV_VISOR_AMBER,11519
mm_bid_off__OXYGEN_SHAKE_CHOCOLATE,mm_bid_off,OXYGEN_SHAKE_CHOCOLATE,4,UV_VISOR_MAGENTA,5665
mm_bid_off__OXYGEN_SHAKE_CHOCOLATE,mm_bid_off,OXYGEN_SHAKE_CHOCOLATE,4,UV_VISOR_ORANGE,9666
mm_bid_off__OXYGEN_SHAKE_CHOCOLATE,mm_bid_off,OXYGEN_SHAKE_CHOCOLATE,4,UV_VISOR_RED,580
mm_bid_off__OXYGEN_SHAKE_CHOCOLATE,mm_bid_off,OXYGEN_SHAKE_CHOCOLATE,4,UV_VISOR_YELLOW,5360
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,GALAXY_SOUNDS_BLACK_HOLES,-5885
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,GALAXY_SOUNDS_DARK_MATTER,5538
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,GALAXY_SOUNDS_PLANETARY_RINGS,23700
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,GALAXY_SOUNDS_SOLAR_FLAMES,18066
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,GALAXY_SOUNDS_SOLAR_WINDS,965
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,MICROCHIP_CIRCLE,523
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,MICROCHIP_OVAL,4939
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,MICROCHIP_RECTANGLE,16141
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,MICROCHIP_SQUARE,1776
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,MICROCHIP_TRIANGLE,5262
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,OXYGEN_SHAKE_CHOCOLATE,-4616
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,OXYGEN_SHAKE_EVENING_BREATH,2117
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,OXYGEN_SHAKE_GARLIC,-1803
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,OXYGEN_SHAKE_MINT,0
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,OXYGEN_SHAKE_MORNING_BREATH,4125
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,PANEL_1X2,0
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,PANEL_1X4,16825
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,PANEL_2X2,7060
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,PANEL_2X4,1449
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,PANEL_4X4,0
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,PEBBLES_L,20786
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,PEBBLES_M,0
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,PEBBLES_S,20129
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,PEBBLES_XL,-38
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,PEBBLES_XS,0
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,ROBOT_DISHES,8067
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,ROBOT_IRONING,14509
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,ROBOT_LAUNDRY,-1687
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,ROBOT_MOPPING,0
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,ROBOT_VACUUMING,0
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,SLEEP_POD_COTTON,13278
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,SLEEP_POD_LAMB_WOOL,7141
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,SLEEP_POD_NYLON,2191
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,SLEEP_POD_POLYESTER,7349
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,SLEEP_POD_SUEDE,15022
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,SNACKPACK_CHOCOLATE,4884
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,SNACKPACK_PISTACHIO,7750
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,SNACKPACK_RASPBERRY,13450
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,SNACKPACK_STRAWBERRY,2606
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,SNACKPACK_VANILLA,6080
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,TRANSLATOR_ASTRO_BLACK,842
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,TRANSLATOR_ECLIPSE_CHARCOAL,11781
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,TRANSLATOR_GRAPHITE_MIST,226
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,TRANSLATOR_SPACE_GRAY,0
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,TRANSLATOR_VOID_BLUE,5339
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,UV_VISOR_AMBER,8596
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,UV_VISOR_MAGENTA,17813
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,UV_VISOR_ORANGE,4325
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,UV_VISOR_RED,1681
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,2,UV_VISOR_YELLOW,4356
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,GALAXY_SOUNDS_BLACK_HOLES,6708
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,GALAXY_SOUNDS_DARK_MATTER,1162
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,GALAXY_SOUNDS_PLANETARY_RINGS,2414
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,GALAXY_SOUNDS_SOLAR_FLAMES,9240
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,GALAXY_SOUNDS_SOLAR_WINDS,13780
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,MICROCHIP_CIRCLE,-862
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,MICROCHIP_OVAL,5347
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,MICROCHIP_RECTANGLE,3904
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,MICROCHIP_SQUARE,-619
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,MICROCHIP_TRIANGLE,-592
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,OXYGEN_SHAKE_CHOCOLATE,-2155
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,OXYGEN_SHAKE_EVENING_BREATH,7882
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,OXYGEN_SHAKE_GARLIC,4170
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,OXYGEN_SHAKE_MINT,0
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,OXYGEN_SHAKE_MORNING_BREATH,2750
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,PANEL_1X2,0
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,PANEL_1X4,4839
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,PANEL_2X2,5525
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,PANEL_2X4,11286
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,PANEL_4X4,0
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,PEBBLES_L,3870
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,PEBBLES_M,0
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,PEBBLES_S,5188
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,PEBBLES_XL,15026
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,PEBBLES_XS,0
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,ROBOT_DISHES,10932
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,ROBOT_IRONING,-194
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,ROBOT_LAUNDRY,2580
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,ROBOT_MOPPING,0
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,ROBOT_VACUUMING,0
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,SLEEP_POD_COTTON,10402
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,SLEEP_POD_LAMB_WOOL,6585
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,SLEEP_POD_NYLON,7216
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,SLEEP_POD_POLYESTER,2139
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,SLEEP_POD_SUEDE,6553
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,SNACKPACK_CHOCOLATE,9670
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,SNACKPACK_PISTACHIO,6570
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,SNACKPACK_RASPBERRY,10530
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,SNACKPACK_STRAWBERRY,2710
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,SNACKPACK_VANILLA,7334
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,TRANSLATOR_ASTRO_BLACK,811
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,TRANSLATOR_ECLIPSE_CHARCOAL,-9788
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,TRANSLATOR_GRAPHITE_MIST,3246
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,TRANSLATOR_SPACE_GRAY,0
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,TRANSLATOR_VOID_BLUE,6956
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,UV_VISOR_AMBER,-21
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,UV_VISOR_MAGENTA,10135
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,UV_VISOR_ORANGE,2516
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,UV_VISOR_RED,9047
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,3,UV_VISOR_YELLOW,8065
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,4,GALAXY_SOUNDS_BLACK_HOLES,15630
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,4,GALAXY_SOUNDS_DARK_MATTER,17479
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,4,GALAXY_SOUNDS_PLANETARY_RINGS,-6442
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,4,GALAXY_SOUNDS_SOLAR_FLAMES,16360
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,4,GALAXY_SOUNDS_SOLAR_WINDS,11785
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,4,MICROCHIP_CIRCLE,11709
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,4,MICROCHIP_OVAL,1378
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,4,MICROCHIP_RECTANGLE,19251
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,4,MICROCHIP_SQUARE,8537
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,4,MICROCHIP_TRIANGLE,8533
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,4,OXYGEN_SHAKE_CHOCOLATE,15439
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,4,OXYGEN_SHAKE_EVENING_BREATH,12376
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,4,OXYGEN_SHAKE_GARLIC,8544
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,4,OXYGEN_SHAKE_MINT,0
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,4,OXYGEN_SHAKE_MORNING_BREATH,8346
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,4,PANEL_1X2,0
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,4,PANEL_1X4,9532
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,4,PANEL_2X2,1919
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,4,PANEL_2X4,6930
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,4,PANEL_4X4,0
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,4,PEBBLES_L,1635
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,4,PEBBLES_M,0
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,4,PEBBLES_S,23192
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,4,PEBBLES_XL,11862
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,4,PEBBLES_XS,0
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,4,ROBOT_DISHES,-2119
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,4,ROBOT_IRONING,1923
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,4,ROBOT_LAUNDRY,6804
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,4,ROBOT_MOPPING,0
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,4,ROBOT_VACUUMING,0
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,4,SLEEP_POD_COTTON,8535
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,4,SLEEP_POD_LAMB_WOOL,19185
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,4,SLEEP_POD_NYLON,5290
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,4,SLEEP_POD_POLYESTER,7685
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,4,SLEEP_POD_SUEDE,-5844
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,4,SNACKPACK_CHOCOLATE,6019
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,4,SNACKPACK_PISTACHIO,762
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,4,SNACKPACK_RASPBERRY,10055
mm_ask_off__OXYGEN_SHAKE_CHOCOLATE,mm_ask_off,OXYGEN_SHAKE_CHOCOLATE,4,SNACKPACK_STRAWBERRY,3414
